Time (s),Channel 1 (V),Channel 2 (V)
-0.006237500000000001,0.124246106521829,-0.004778985263900637
-0.006235,0.124246106521829,-0.008468937063502047
-0.006232499999999999,0.124246106521829,-0.008468937063502047
-0.00623,0.124246106521829,-0.008468937063502047
-0.0062275,0.1205569629797458,-0.004778985263900637
-0.006225,0.124246106521829,-0.004778985263900637
-0.0062225,0.1205569629797458,-0.008468937063502047
-0.006220000000000001,0.1242461065218273,-0.008468937063502047
-0.0062175,0.1205569629797458,-0.004778985263900637
-0.006214999999999999,0.1242461065218273,-0.004778985263900637
-0.0062125,0.1205569629797458,-0.004778985263900637
-0.006209999999999999,0.124246106521829,-0.008468937063500369
-0.0062075,0.124246106521829,-0.004778985263900637
-0.006205,0.124246106521829,-0.004778985263900637
-0.006202500000000001,0.1205569629797458,-0.004778985263900637
-0.0062,0.1205569629797458,-0.004778985263900637
-0.006197500000000001,0.1205569629797458,-0.008468937063500369
-0.006195,0.1205569629797458,-0.008468937063502047
-0.006192499999999999,0.1242461065218307,-0.004778985263902315
-0.00619,0.1279352500639117,-0.008468937063502047
-0.006187499999999999,0.1205569629797492,-0.008468937063500369
-0.006185,0.1279352500639117,-0.004778985263900637
-0.0061825,0.124246106521829,-0.008468937063502047
-0.006180000000000001,0.116867819437666,-0.004778985263902314
-0.0061775,0.124246106521829,-0.004778985263900637
-0.006175000000000001,0.1205569629797475,-0.004778985263900637
-0.0061725,0.1205569629797458,-0.004778985263900637
-0.006169999999999999,0.1205569629797458,-0.004778985263898959
-0.0061675,0.1205569629797458,-0.001089033464299227
-0.006164999999999999,0.124246106521829,-0.001089033464299227
-0.0061625,0.124246106521829,-0.001089033464299227
-0.00616,0.1205569629797458,-0.004778985263900637
-0.006157500000000001,0.1205569629797458,-0.008468937063500369
-0.006155,0.124246106521829,-0.001089033464299227
-0.006152500000000001,0.124246106521829,-0.004778985263898959
-0.00615,0.124246106521829,-0.001089033464299227
-0.006147499999999999,0.1205569629797492,-0.001089033464302583
-0.006145,0.1279352500639117,-0.008468937063502047
-0.0061425,0.1205569629797458,-0.008468937063502047
-0.00614,0.1205569629797458,-0.008468937063502047
-0.0061375,0.124246106521829,-0.008468937063502047
-0.006135000000000001,0.1205569629797475,-0.008468937063502047
-0.0061325,0.1168678194376627,-0.008468937063502047
-0.006129999999999999,0.1242461065218273,-0.004778985263898959
-0.0061275,0.1205569629797458,-0.001089033464299227
-0.006124999999999999,0.1205569629797458,-0.004778985263900637
-0.0061225,0.1205569629797458,-0.004778985263900637
-0.00612,0.124246106521829,-0.008468937063502047
-0.006117500000000001,0.1205569629797458,-0.008468937063502047
-0.006115,0.1205569629797458,-0.008468937063502047
-0.006112500000000001,0.1242461065218273,-0.004778985263902314
-0.00611,0.1279352500639117,-0.004778985263900637
-0.006107499999999999,0.1205569629797475,-0.004778985263900637
-0.006105,0.124246106521829,-0.004778985263900637
-0.006102499999999999,0.1242461065218273,-0.004778985263900637
-0.0061,0.1205569629797458,-0.004778985263900637
-0.0060975,0.1205569629797458,-0.008468937063502047
-0.006095000000000001,0.1242461065218273,-0.004778985263902314
-0.0060925,0.124246106521829,-0.004778985263900637
-0.006090000000000001,0.1205569629797475,-0.004778985263900637
-0.0060875,0.1205569629797458,-0.008468937063502047
-0.006084999999999999,0.124246106521829,-0.004778985263902315
-0.0060825,0.124246106521829,-0.008468937063502047
-0.006079999999999999,0.124246106521829,-0.004778985263900637
-0.0060775,0.124246106521829,-0.008468937063502047
-0.006075,0.1205569629797458,-0.008468937063502047
-0.006072500000000001,0.1168678194376643,-0.008468937063502047
-0.00607,0.1205569629797458,-0.008468937063502047
-0.006067500000000001,0.1168678194376643,-0.008468937063502047
-0.006065,0.1168678194376627,-0.004778985263900637
-0.006062499999999999,0.1205569629797442,0.002600918335298383
-0.00606,0.1168678194376627,-0.004778985263900637
-0.0060575,0.1205569629797458,-0.004778985263900637
-0.006055,0.1205569629797458,-0.004778985263900637
-0.0060525,0.124246106521829,-0.008468937063502047
-0.006050000000000001,0.1205569629797475,-0.008468937063502047
-0.0060475,0.124246106521829,-0.004778985263900637
-0.006044999999999999,0.1168678194376627,-0.004778985263902315
-0.0060425,0.1168678194376627,-0.008468937063502047
-0.006039999999999999,0.1168678194376643,-0.001089033464299227
-0.0060375,0.1205569629797458,-0.001089033464299227
-0.006035,0.1205569629797458,-0.01215888886310346
-0.006032500000000001,0.1205569629797458,-0.004778985263900637
-0.00603,0.1205569629797458,-0.008468937063502047
-0.006027500000000001,0.1242461065218273,-0.004778985263902314
-0.006025,0.124246106521829,-0.004778985263900637
-0.006022499999999999,0.1205569629797458,-0.004778985263902315
-0.00602,0.1205569629797458,-0.008468937063502047
-0.006017499999999999,0.1205569629797458,-0.004778985263900637
-0.006015,0.1205569629797458,-0.004778985263900637
-0.0060125,0.1205569629797458,-0.004778985263900637
-0.006010000000000001,0.124246106521829,-0.004778985263900637
-0.0060075,0.124246106521829,-0.004778985263900637
-0.006005000000000001,0.1205569629797475,-0.004778985263900637
-0.0060025,0.124246106521829,-0.008468937063502047
-0.005999999999999999,0.1205569629797442,-0.008468937063500369
-0.0059975,0.1168678194376627,-0.004778985263900637
-0.005994999999999999,0.1205569629797458,-0.001089033464299227
-0.0059925,0.1168678194376627,-0.001089033464299227
-0.00599,0.1205569629797458,-0.004778985263900637
-0.005987500000000001,0.1131786758955833,-0.004778985263900637
-0.005985,0.1205569629797458,-0.001089033464299227
-0.005982500000000001,0.1242461065218273,-0.004778985263898959
-0.00598,0.124246106521829,-0.004778985263900637
-0.005977499999999999,0.1242461065218273,-0.008468937063502047
-0.005975,0.1205569629797458,-0.008468937063502047
-0.0059725,0.1205569629797458,-0.004778985263900637
-0.00597,0.1205569629797458,-0.001089033464299227
