Time (s),Channel 1 (V)
-0.002237845303867404,-0.004873917451076792
-0.002235345303867403,0.002504369633089532
-0.002232845303867402,-0.004873917451076792
-0.002230345303867403,-0.004873917451076792
-0.002227845303867403,-0.001184773908993186
-0.002225345303867404,-0.004873917451076792
-0.002222845303867403,-0.001184773908993186
-0.002220345303867404,0.002504369633087854
-0.002217845303867403,-0.001184773908993186
-0.002215345303867402,-0.001184773908993186
-0.002212845303867403,-0.001184773908993186
-0.002210345303867402,-0.004873917451076792
-0.002207845303867403,-0.004873917451076792
-0.002205345303867403,-0.001184773908993186
-0.002202845303867404,0.002504369633089532
-0.002200345303867403,0.002504369633089532
-0.002197845303867404,0.002504369633089532
-0.002195345303867403,0.002504369633089532
-0.002192845303867402,-0.004873917451073437
-0.002190345303867403,0.002504369633089532
-0.002187845303867402,-0.001184773908994864
-0.002185345303867403,-0.004873917451076792
-0.002182845303867403,-0.004873917451076792
-0.002180345303867404,-0.004873917451076792
-0.002177845303867403,-0.001184773908993186
-0.002175345303867404,-0.004873917451075115
-0.002172845303867403,-0.004873917451076792
-0.002170345303867402,-0.001184773908993186
-0.002167845303867403,-0.001184773908993186
-0.002165345303867403,0.002504369633089532
-0.002162845303867404,-0.004873917451076792
-0.002160345303867403,-0.004873917451076792
-0.002157845303867404,-0.008563060993157833
-0.002155345303867403,-0.001184773908993186
-0.002152845303867404,-0.004873917451075115
-0.002150345303867403,-0.004873917451076792
-0.002147845303867402,-0.001184773908991509
-0.002145345303867403,0.002504369633089532
-0.002142845303867403,-0.001184773908993186
-0.002140345303867404,-0.001184773908993186
-0.002137845303867403,0.002504369633089532
-0.002135345303867404,0.002504369633089532
-0.002132845303867403,0.002504369633089532
-0.002130345303867402,-0.004873917451076792
-0.002127845303867403,-0.004873917451076792
-0.002125345303867402,-0.001184773908993186
-0.002122845303867403,-0.001184773908993186
-0.002120345303867403,-0.001184773908993186
-0.002117845303867404,-0.001184773908993186
-0.002115345303867403,-0.001184773908993186
-0.002112845303867404,-0.001184773908993186
-0.002110345303867403,-0.001184773908993186
-0.002107845303867402,-0.001184773908994864
-0.002105345303867403,-0.004873917451076792
-0.002102845303867402,-0.001184773908993186
-0.002100345303867403,-0.001184773908993186
-0.002097845303867403,-0.001184773908993186
-0.002095345303867404,-0.001184773908993186
-0.002092845303867403,-0.001184773908993186
-0.002090345303867404,-0.001184773908993186
-0.002087845303867403,-0.001184773908993186
-0.002085345303867402,-0.001184773908993186
-0.002082845303867403,-0.001184773908993186
-0.002080345303867403,-0.004873917451076792
-0.002077845303867404,-0.001184773908993186
-0.002075345303867403,-0.001184773908993186
-0.002072845303867404,-0.008563060993156155
-0.002070345303867403,-0.001184773908993186
-0.002067845303867404,-0.001184773908993186
-0.002065345303867403,-0.001184773908993186
-0.002062845303867402,-0.004873917451073437
-0.002060345303867403,0.002504369633089532
-0.002057845303867403,-0.001184773908993186
-0.002055345303867404,-0.001184773908993186
-0.002052845303867403,-0.001184773908993186
-0.002050345303867404,-0.004873917451075115
-0.002047845303867403,-0.004873917451076792
-0.002045345303867402,-0.004873917451075115
-0.002042845303867403,-0.001184773908993186
-0.002040345303867402,-0.001184773908993186
-0.002037845303867403,-0.001184773908993186
-0.002035345303867403,-0.001184773908993186
-0.002032845303867404,-0.004873917451076792
-0.002030345303867403,-0.001184773908993186
-0.002027845303867404,-0.001184773908993186
-0.002025345303867403,-0.004873917451076792
-0.002022845303867402,-0.001184773908994864
-0.002020345303867403,-0.004873917451076792
-0.002017845303867402,-0.001184773908993186
-0.002015345303867403,-0.001184773908993186
-0.002012845303867403,0.002504369633089532
-0.002010345303867404,0.002504369633089532
-0.002007845303867403,-0.001184773908993186
-0.002005345303867404,-0.001184773908993186
-0.002002845303867403,-0.001184773908993186
-0.002000345303867402,-0.004873917451076792
-0.001997845303867403,-0.004873917451076792
-0.001995345303867403,-0.001184773908993186
-0.001992845303867403,0.002504369633089532
-0.001990345303867403,-0.001184773908993186
-0.001987845303867404,-0.001184773908993186
-0.001985345303867403,0.002504369633089532
-0.001982845303867404,-0.001184773908991509
-0.001980345303867403,0.002504369633089532
-0.001977845303867402,0.002504369633087854
-0.001975345303867403,-0.001184773908993186
-0.001972845303867403,-0.001184773908993186
-0.001970345303867404,-0.001184773908993186
-0.001967845303867403,-0.001184773908993186
-0.001965345303867404,-0.001184773908993186
-0.001962845303867403,-0.004873917451076792
-0.001960345303867402,-0.001184773908991509
-0.001957845303867403,0.002504369633089532
-0.001955345303867402,-0.001184773908993186
-0.001952845303867403,-0.001184773908993186
-0.001950345303867403,-0.004873917451076792
-0.001947845303867404,-0.001184773908993186
-0.001945345303867403,-0.004873917451076792
-0.001942845303867404,0.002504369633086177
-0.001940345303867403,-0.004873917451076792
-0.001937845303867402,-0.001184773908991509
-0.001935345303867403,0.002504369633089532
-0.001932845303867402,-0.001184773908993186
-0.001930345303867403,-0.001184773908993186
-0.001927845303867403,-0.001184773908993186
-0.001925345303867404,-0.001184773908993186
-0.001922845303867403,-0.004873917451076792
-0.001920345303867404,-0.004873917451076792
-0.001917845303867403,-0.004873917451076792
-0.001915345303867402,-0.004873917451073437
-0.001912845303867403,0.002504369633089532
-0.001910345303867403,-0.004873917451076792
-0.001907845303867403,-0.004873917451076792
