Time (s),Channel 1 (V)
-0.002238957905544148,-0.004873917451076792
-0.002236457905544147,-0.004873917451076792
-0.002233957905544147,-0.001184773908996542
-0.002231457905544148,-0.00856306099315951
-0.002228957905544147,-0.004873917451076792
-0.002226457905544148,-0.00856306099315951
-0.002223957905544147,-0.004873917451076792
-0.002221457905544148,-0.004873917451076792
-0.002218957905544147,-0.004873917451076792
-0.002216457905544146,-0.008563060993156155
-0.002213957905544147,-0.001184773908993186
-0.002211457905544147,-0.00487391745107847
-0.002208957905544148,-0.00856306099315951
-0.002206457905544147,-0.004873917451076792
-0.002203957905544148,-0.00856306099315951
-0.002201457905544147,-0.004873917451076792
-0.002198957905544148,-0.004873917451076792
-0.002196457905544147,-0.004873917451076792
-0.002193957905544146,-0.001184773908996542
-0.002191457905544147,-0.00856306099315951
-0.002188957905544147,-0.00856306099315951
-0.002186457905544148,-0.00856306099315951
-0.002183957905544147,-0.004873917451076792
-0.002181457905544148,-0.008563060993157833
-0.002178957905544147,-0.00856306099315951
-0.002176457905544148,-0.01225220453524055
-0.002173957905544147,-0.01225220453524223
-0.002171457905544147,-0.00487391745107847
-0.002168957905544147,-0.00856306099315951
-0.002166457905544147,-0.00856306099315951
-0.002163957905544148,-0.004873917451076792
-0.002161457905544147,-0.00856306099315951
-0.002158957905544148,-0.01225220453524055
-0.002156457905544147,-0.004873917451076792
-0.002153957905544148,-0.008563060993157833
-0.002151457905544147,-0.004873917451076792
-0.002148957905544147,-0.00856306099315951
-0.002146457905544148,-0.00856306099315951
-0.002143957905544147,-0.004873917451076792
-0.002141457905544148,-0.004873917451076792
-0.002138957905544147,-0.004873917451076792
-0.002136457905544148,-0.008563060993157833
-0.002133957905544147,-0.004873917451076792
-0.002131457905544146,-0.004873917451076792
-0.002128957905544147,-0.004873917451076792
-0.002126457905544147,-0.008563060993157833
-0.002123957905544148,-0.004873917451076792
-0.002121457905544147,-0.004873917451076792
-0.002118957905544148,-0.004873917451076792
-0.002116457905544147,-0.00856306099315951
-0.002113957905544148,-0.00856306099315951
-0.002111457905544147,-0.00856306099315951
-0.002108957905544146,-0.00856306099315951
-0.002106457905544147,-0.00856306099315951
-0.002103957905544147,-0.01225220453524055
-0.002101457905544148,-0.00856306099315951
-0.002098957905544147,-0.004873917451076792
-0.002096457905544148,-0.004873917451076792
-0.002093957905544147,-0.004873917451076792
-0.002091457905544148,-0.004873917451076792
-0.002088957905544147,-0.00856306099315951
-0.002086457905544147,-0.00487391745107847
-0.002083957905544147,-0.00856306099315951
-0.002081457905544147,-0.00856306099315951
-0.002078957905544148,-0.004873917451076792
-0.002076457905544147,-0.00856306099315951
-0.002073957905544148,-0.00856306099315951
-0.002071457905544147,-0.00856306099315951
-0.002068957905544148,-0.01225220453524055
-0.002066457905544147,-0.00856306099315951
-0.002063957905544147,-0.01225220453524055
-0.002061457905544148,-0.00856306099315951
-0.002058957905544147,-0.004873917451076792
-0.002056457905544148,-0.00856306099315951
-0.002053957905544147,-0.001184773908993186
-0.002051457905544148,-0.004873917451075115
-0.002048957905544147,-0.00856306099315951
-0.002046457905544146,-0.01225220453524055
-0.002043957905544147,-0.00856306099315951
-0.002041457905544147,-0.01225220453524055
-0.002038957905544148,-0.00856306099315951
-0.002036457905544147,-0.00856306099315951
-0.002033957905544148,-0.00856306099315951
-0.002031457905544147,-0.01225220453524223
-0.002028957905544148,-0.008563060993161188
-0.002026457905544147,-0.01225220453524223
-0.002023957905544146,-0.00856306099315951
-0.002021457905544147,-0.00856306099315951
-0.002018957905544147,-0.00856306099315951
-0.002016457905544148,-0.00856306099315951
-0.002013957905544147,-0.00856306099315951
-0.002011457905544148,-0.004873917451076792
-0.002008957905544147,-0.00856306099315951
-0.002006457905544148,-0.00487391745107847
-0.002003957905544147,-0.004873917451076792
-0.002001457905544147,-0.00856306099315951
-0.001998957905544147,-0.00856306099315951
-0.001996457905544147,-0.00856306099315951
-0.001993957905544148,-0.00856306099315951
-0.001991457905544147,-0.004873917451076792
-0.001988957905544148,-0.004873917451076792
-0.001986457905544147,-0.00856306099315951
-0.001983957905544148,-0.00487391745107847
-0.001981457905544147,-0.004873917451076792
-0.001978957905544147,-0.00487391745107847
-0.001976457905544148,-0.00856306099315951
-0.001973957905544147,-0.00856306099315951
-0.001971457905544148,-0.00856306099315951
-0.001968957905544147,-0.00856306099315951
-0.001966457905544148,-0.00856306099315951
-0.001963957905544147,-0.00856306099315951
-0.001961457905544146,-0.00856306099315951
-0.001958957905544147,-0.00856306099315951
-0.001956457905544147,-0.01225220453524055
-0.001953957905544148,-0.00856306099315951
-0.001951457905544147,-0.00856306099315951
-0.001948957905544148,-0.004873917451076792
-0.001946457905544147,-0.004873917451076792
-0.001943957905544148,-0.004873917451076792
-0.001941457905544147,-0.004873917451076792
-0.001938957905544146,-0.004873917451076792
-0.001936457905544147,-0.004873917451076792
-0.001933957905544147,-0.00856306099315951
-0.001931457905544148,-0.00856306099315951
-0.001928957905544147,-0.01225220453524223
-0.001926457905544148,-0.00856306099315951
-0.001923957905544147,-0.004873917451076792
-0.001921457905544148,-0.008563060993157833
-0.001918957905544147,-0.00856306099315951
-0.001916457905544146,-0.00856306099315951
-0.001913957905544147,-0.00856306099315951
-0.001911457905544147,-0.00856306099315951
-0.001908957905544148,-0.00856306099315951
-0.001906457905544147,-0.00856306099315951
-0.001903957905544148,-0.00856306099315951
-0.001901457905544147,-0.00856306099315951
-0.001898957905544148,-0.001184773908996541
-0.001896457905544147,-0.00856306099315951
-0.001893957905544147,-0.00856306099315951
-0.001891457905544148,-0.00856306099315951
-0.001888957905544147,-0.001184773908993186
-0.001886457905544148,-0.00856306099315951
-0.001883957905544147,-0.00856306099315951
-0.001881457905544148,-0.00856306099315951
-0.001878957905544147,-0.00856306099315951
