Time (s),Channel 1 (V)
-0.004239089033018869,0.1168678194376627
-0.004237839033018867,0.1205569629797458
-0.004236589033018868,0.1279352500639117
-0.004235339033018868,0.1205569629797458
-0.004234089033018867,0.1242461065218324
-0.004232839033018868,0.1279352500639117
-0.004231589033018868,0.124246106521829
-0.004230339033018869,0.1205569629797492
-0.004229089033018867,0.1205569629797458
-0.004227839033018868,0.1205569629797458
-0.004226589033018868,0.1168678194376627
-0.004225339033018867,0.1168678194376694
-0.004224089033018867,0.124246106521829
-0.004222839033018868,0.1205569629797458
-0.004221589033018868,0.1242461065218256
-0.004220339033018867,0.1279352500639117
-0.004219089033018868,0.124246106521829
-0.004217839033018868,0.1205569629797458
-0.004216589033018867,0.1205569629797425
-0.004215339033018867,0.1168678194376627
-0.004214089033018868,0.1205569629797458
-0.004212839033018868,0.127935250063905
-0.004211589033018867,0.1242461065218256
-0.004210339033018868,0.1205569629797458
-0.004209089033018868,0.124246106521829
-0.004207839033018869,0.1205569629797492
-0.004206589033018867,0.124246106521829
-0.004205339033018868,0.124246106521829
-0.004204089033018868,0.124246106521829
-0.004202839033018867,0.1205569629797425
-0.004201589033018868,0.1168678194376627
-0.004200339033018868,0.1205569629797458
-0.004199089033018868,0.1242461065218256
-0.004197839033018867,0.1168678194376627
-0.004196589033018868,0.1205569629797458
-0.004195339033018868,0.1205569629797458
-0.004194089033018867,0.124246106521829
-0.004192839033018867,0.124246106521829
-0.004191589033018868,0.124246106521829
-0.004190339033018868,0.124246106521829
-0.004189089033018867,0.1242461065218223
-0.004187839033018868,0.1168678194376627
-0.004186589033018868,0.1168678194376627
-0.004185339033018869,0.1168678194376627
-0.004184089033018867,0.1205569629797458
-0.004182839033018868,0.124246106521829
-0.004181589033018868,0.124246106521829
-0.004180339033018867,0.1279352500639084
-0.004179089033018868,0.124246106521829
-0.004177839033018868,0.1205569629797458
-0.004176589033018869,0.1131786758955867
-0.004175339033018867,0.1205569629797458
-0.004174089033018868,0.1168678194376627
-0.004172839033018868,0.1205569629797458
-0.004171589033018867,0.1205569629797492
-0.004170339033018867,0.124246106521829
-0.004169089033018868,0.1205569629797458
-0.004167839033018868,0.1205569629797458
-0.004166589033018867,0.1205569629797458
-0.004165339033018868,0.1279352500639117
-0.004164089033018868,0.1279352500639117
-0.004162839033018867,0.1242461065218256
-0.004161589033018867,0.1205569629797458
-0.004160339033018868,0.124246106521829
-0.004159089033018868,0.1205569629797492
-0.004157839033018867,0.1242461065218324
-0.004156589033018868,0.1279352500639117
-0.004155339033018868,0.124246106521829
-0.004154089033018869,0.124246106521829
-0.004152839033018867,0.1205569629797458
-0.004151589033018868,0.1205569629797458
-0.004150339033018868,0.124246106521829
-0.004149089033018867,0.116867819437666
-0.004147839033018868,0.1205569629797458
-0.004146589033018868,0.1205569629797458
-0.004145339033018869,0.1205569629797458
-0.004144089033018867,0.124246106521829
-0.004142839033018868,0.1168678194376627
-0.004141589033018868,0.1205569629797458
-0.004140339033018867,0.1279352500638983
-0.004139089033018867,0.1131786758955799
-0.004137839033018868,0.1168678194376627
-0.004136589033018868,0.1242461065218223
-0.004135339033018867,0.1279352500639016
-0.004134089033018868,0.1168678194376627
-0.004132839033018868,0.1168678194376627
-0.004131589033018867,0.1205569629797425
-0.004130339033018867,0.1168678194376627
-0.004129089033018868,0.1168678194376627
-0.004127839033018868,0.1205569629797425
-0.004126589033018867,0.1205569629797492
-0.004125339033018868,0.124246106521829
-0.004124089033018868,0.1205569629797458
-0.004122839033018869,0.1242461065218256
